Device Name,Device ID
(075) SERVER_10.100.31.13_VMNICXX Traffic,9247
(076) SERVER_10.100.31.14_vmNIC-12 Traffic,9248
(077) SERVER_10.100.31.15_VMNIC12 Traffic,9249
(078) SERVER_10.100.31.16_VMNIC12 Traffic,9250
(079) SERVER_10.100.31.17_VMNICXX Traffic,9251
(080) SERVER_10.100.31.18_VMNICXX Traffic,9252
(081) SERVER_10.100.31.19_VMNIC6 Traffic,9253
(087) SERVER_10.100.31.11_VMNIC8 Traffic,9257
(088) 25GE2/0/26 Traffic,9258
(089) 25GE2/0/27 Traffic,9259
(090) SERVER_10.100.31.14_vmNIC-13 Traffic,9260
(091) SERVER_10.100.31.15_VMNIC13 Traffic,9261
(092) SERVER_10.100.31.16_VMNIC13 Traffic,9262
(093) SERVER_10.100.31.17_VMNIC7 Traffic,9263
(094) SERVER_10.100.31.18_VMNIC Traffic,9264
(095) SERVER_10.100.31.19_VMNIC Traffic,9265
(129) Vlanif103 Traffic,9183
(130) SERVER_10.100.31.17_VLAN_102&103 Traffic,9184
(131) SERVER_10.100.31.19_VLAN_102&103 Traffic,9185
(133) SERVER_10.100.31.18_VLAN_102&103 Traffic,9186
(134) SERVER_10.100.31.11_VLAN_102&103 Traffic,9187
(135) SERVER_10.100.31.12_VLAN_102&103 Traffic,9188
(136) SERVER_10.100.31.13_VLAN_102&103 Traffic,9189
(137) SERVER_10.100.31.13_VLAN_101 Traffic,9190
(138) SERVER_10.100.31.14_VLAN_101 Traffic,9191
(139) SERVER_10.100.31.15_VLAN_101 Traffic,9192
(140) SERVER_10.100.31.14_VLAN_102&103 Traffic,9193
(141) SERVER_10.100.31.17_VLAN_101 Traffic,9194
(143) SERVER_10.100.31.12_VLAN_101 (tmp) Traffic,9196
(145) SERVER_10.100.31.13_VLAN_101 (tmp) Traffic,9197
(146) SERVER_10.100.31.15_VLAN_102&103 Traffic,9198
(151) SERVER_10.100.31.16_VLAN_102&103 Traffic,9204
(155) SERVER_10.100.31.11_VLAN_101 Traffic,9205
(156) SERVER_10.100.31.12_VLAN_101 Traffic,9206
(157) SERVER_10.100.31.16_VLAN_101 Traffic,9207
"(158) ""Eth-Trunk-SRV_10.100.103.62_vBackup"" Traffic",9208
"(159) ""Eth-Trunk-SRV_10.100.103.61_vBackup"" Traffic",9209
(10101) UPLINK_CONNECTED_TO_ANISHA_MT Traffic,10513
(10102) UPLINK_CONNECTED_TO_COMPETENT_MT Traffic,10514
(10110) UPLINK_TO_SW192.168.54.253 Traffic,10515
(10121) UPLINK_MASTER_SW_10.3.54.253(45) Traffic,10516
(10123) UPLINK_FROM_MATHISYS_50.254_G25 Traffic,10517
(10127) UPLINK_TO_COMPOSITE_QI_CAP2_10.16.1.253_P23 Traffic,10518
(10130) UPLINK_TO_10.100.11.203_Et1/30_VM_SW Traffic,10519
(10131) UPLINK_CONNECTED_TO_172.60.60.193_PORT3 Traffic,10520
(10132) UPLINK_CONNECTED_TO_172.60.60.193_PORT4 Traffic,10521
(10133) UPLINK_CONNECTED_TO_172.60.60.195_PORT8 Traffic,10522
(10135) UPLINK_CONNECTED_TO_172.60.60.191_PORT5 Traffic,10523
(5001) PO_BETWEEN_60.142/60.141 Traffic,10524
Syslog Receiver,10573
Uptime,10574
(10101) UPLINK_TO_SAMDHYAN_SRV_10.3.58.11 Traffic,10526
(10106) UPLINK_TO_PMSEC_SW_P-gi4_104/R7 Traffic,10527
(10109) UPLINK_TO_PARASRAM_MT_P-1_105/R3 Traffic,10529
(10121) UPLINK_MASTER_SW_10.3.54.253(46) Traffic,10530
(10123) UPLINK_FROM_MATHISYS_50.254_G26 Traffic,10531
(10127) UPLINK_TO_COMPOSITE_QI_CAP2_10.16.1.253_P23 Traffic,10532
(10130) UPLINK_TO_10.100.11.204_Et1/30_VM_SW Traffic,10533
(10131) UPLINK_CONNECTED_TO_172.60.60.194_PORT3 Traffic,10534
(10132) UPLINK_CONNECTED_TO_172.60.60.194_PORT4 Traffic,10535
(10133) UPLINK_CONNECTED_TO_172.60.60.196_PORT8 Traffic,10536
(10135) UPLINK_CONNECTED_TO_172.60.60.192_PORT5 Traffic,10537
(5001) PO_BETWEEN_60.142/60.141 Traffic,10538
Syslog Receiver,10575
Uptime,10576
(10101) UPLINK_TO_INTEGRATED_MASTER_103.253_Gi0/24 Traffic,10540
(10102) UPLINK_PACE_SW_172.30.108.253_Gi24 Traffic,10541
(10103) UPLINK_TO_ADROIT_82.253_G0/24 Traffic,10542
(10140) UPLINK_TO_10.100.11.205_Et1/40_VM_SW Traffic,10543
(10141) UPLINK_CONNECTED_TO_172.60.60.191_PORT3 Traffic,10544
(10142) UPLINK_CONNECTED_TO_172.60.60.193_PORT7 Traffic,10545
(10143) UPLINK_CONNECTED_TO_172.60.60.195_PORT9 Traffic,10546
(10144) UPLINK_CONNECTED_TO_172.60.60.195_PORT11 Traffic,10547
Syslog Receiver,10577
Uptime,10578
(10105) MOTILAL_CDC101_R9_192.168.251.254 Traffic,10603
(10102) UPLINK_PACE_SW_172.30.108.253_Gi24 Traffic,10607
(10141) UPLINK_CONNECTED_TO_172.60.60.192_PORT3 Traffic,10549
(10142) UPLINK_CONNECTED_TO_172.60.60.194_PORT7 Traffic,10550
(10143) UPLINK_CONNECTED_TO_172.60.60.196_PORT9 Traffic,10551
(10144) UPLINK_CONNECTED_TO_172.60.60.196_PORT11 Traffic,10552
Syslog Receiver,10579
Uptime,10580
(10105) MOTILAL_CDC101_R9_192.168.251.254 Traffic,10604
(10101) BASEMENT_UPLINK_MGMT60 Traffic,10637
(10131) UPLINK 60.233_p-42 Traffic,10638
(10144) TIKONA_MGMT_172.16.X.X_SW_172.16.1.1_Eth1/30 Traffic,10639
(10145) UPLINK_CDC104_192.168.99.251_gi1/0/45 Traffic,10640
(10146) UPLINK_CDC104_192.168.99.252_gi1/0/45 Traffic,10641
(10147) UPLINK_TO_10.100.11.206_ETH1/41 Traffic,10642
(10148) UPLINK_TO_10.100.11.205_ETH1/41 Traffic,10643
Uptime,10645
Ping,10646
Syslog Receiver,10647
(10101) UPLINK_FROM_40.252_PORT_13 Traffic,10855
Syslog Receiver,10858
SNMP Trap Receiver,10861
Ping,11033
Ethernet1/21 Traffic,11035
Ethernet1/31 Traffic,11036
Syslog Receiver,11037
System Health CPU,11038
System Health Currents,11040
System Health Other,11042
System Health Temperatures,11041
System Health Voltages,11039
Uptime,5638
Syslog Receiver,5639
System Health CPU,7322
System Health Currents,7324
System Health Other,7326
System Health Temperatures,7325
System Health Voltages,7323
(436297728) Uplink_to_Shared_Switch_11.242 Traffic,7327
(436301824) Uplink_to_Shared_Switch_11.242 Traffic,7328
(436305920) UPLINK_TO_50.253_Gi0/5 Traffic,7329
(436310016) UPLINK_TO_FW_191_P-9 Traffic,7330
(436318208) UPLINK_172.60.60.191_Port10 Traffic,7331
(436330496) COMTEL_FW_195_FW_P-20(CDC105_R5)_LAN Traffic,7332
(436334592) COMTEL_FW_195_FW_P-18(CDC105_R6)_LAN Traffic,7333
(436350976) UPLINK_TO_FW_191_P-6 Traffic,7334
(436404224) 11.211_Eth2/1 Traffic,10381
(436408320) 11.212_Eth2/1 Traffic,10382
(436412416) 11.213_ETH1/21 Traffic,10383
(436416512) 11.214_ETH1/21 Traffic,10384
Uptime,5640
Syslog Receiver,5641
System Health CPU,7335
System Health Currents,7337
System Health Other,7339
System Health Temperatures,7338
System Health Voltages,7336
(436297728) Uplink_to_Shared_Switch_11.242 Traffic,7402
(436301824) Uplink_to_Shared_Switch_11.242 Traffic,7403
(436305920) UPLINK_TO_50.253_Gi0/6 Traffic,7404
(436310016) UPLINK_TO_FW_192_P-9 Traffic,7405
(436318208) UPLINK_172.60.60.191_Port10 Traffic,7406
(436330496) COMTEL_FW_196_FW_P-20(CDC105_R6)_LAN Traffic,7407
(436334592) COMTEL_FW_196_FW_P-18(CDC105_R6)_LAN Traffic,7408
Uptime,5642
Syslog Receiver,5643
System Health CPU,7340
System Health Currents,7342
System Health Other,7344
System Health Temperatures,7343
System Health Voltages,7341
(436404224) UPLINK_CONNECTED_TO_11.211_ETH2/3 Traffic,7383
(436408320) UPLINK_CONNECTED_TO_11.212_ETH2/3 Traffic,7384
(436412416) UPLINK_CONNECTED_TO_11.213_ETH1/23 Traffic,7385
(436416512) UPLINK_CONNECTED_TO_11.214_ETH1/23 Traffic,7386
Uptime,5644
Syslog Receiver,5645
System Health CPU,7409
System Health Currents,7411
System Health Other,7413
System Health Temperatures,7412
System Health Voltages,7410
(436326400) UPLINK_TO_60.142_DIRECT+VM_CUSTOMER Traffic,7414
(436330496) FGT_60.194_Port1 Traffic,7415
(436334592) FGT_60.194_Port2 Traffic,7416
(436338688) FGT_60.194_Port5 Traffic,7417
Uptime,5646
Syslog Receiver,5647
System Health CPU,7418
System Health Currents,7420
System Health Other,7422
System Health Temperatures,7421
System Health Voltages,7419
(369098956) CONNECTED_TO_VPC_SW Traffic,7423
(436330496) UPLINK_FG100F_40.91_HA_40.91_LAN1 Traffic,7424
(436334592) UPLINK_FG100F_40.91_HA_40.91_LAN2 Traffic,7425
UPLINK_TO_172.60.60.143_Gi1/0/40 Traffic,7426
UPLINK_TO_40.253_GI1/0/35 Traffic,7428
UPLINK_CONNECTED_TO_11.211_ETH2/5 Traffic,7429
UPLINK_CONNECTED_TO_11.212_ETH2/5 Traffic,7430
UPLINK_CONNECTED_TO_11.213_ETH1/25 Traffic,7431
UPLINK_CONNECTED_TO_11.214_ETH1/25 Traffic,7432
FINDOC_NSE_COLO_172.16.1.11_PORT12 Traffic,8921
Uptime,5648
Syslog Receiver,5649
System Health CPU,7435
System Health Temperatures,7438
System Health Voltages,7436
(369098957) CONNECTED_TO_VPC_SW Traffic,10563
(436330496) UPLINK_FG100F_40.92_HA_40.91_LAN1 Traffic,10564
(436334592) UPLINK_FG100F_40.92_HA_40.91_LAN2 Traffic,10565
(436367360) UPLINK_TO_172.60.60.144_Gi1/0/40 Traffic,10566
(436391936) UPLINK_TO_40.253_GI1/0/36 Traffic,10567
(436404224) UPLINK_CONNECTED_TO_11.211_ETH2/6 Traffic,10568
(436408320) UPLINK_CONNECTED_TO_11.212_ETH2/6 Traffic,10569
(436412416) UPLINK_CONNECTED_TO_11.213_ETH1/26 Traffic,10570
(436416512) UPLINK_CONNECTED_TO_11.214_ETH1/26 Traffic,10571
Uptime,5650
Syslog Receiver,5651
System Health CPU,7449
System Health Currents,7451
System Health Other,7453
System Health Temperatures,7452
System Health Voltages,7450
Uptime,5652
Syslog Receiver,5653
System Health CPU,7454
System Health Currents,7456
System Health Other,7458
System Health Temperatures,7457
System Health Voltages,7455
Uptime,5654
Syslog Receiver,5655
System Health CPU,7459
System Health Currents,7461
System Health Other,7463
System Health Temperatures,7462
System Health Voltages,7460
(436207616) PO1_Vcenter04 Traffic,7520
(436211712) PO2_Vcenter04 Traffic,7521
(436215808) PO3_Vcenter04 Traffic,7522
(436219904) PO4_Vcenter04 Traffic,7523
(436224000) PO5_Vcenter05 Traffic,7524
(436228096) PO6_Vcenter05 Traffic,7525
(436232192) PO7_Vcenter05 Traffic,7526
(436236288) PO8_Vcenter05 Traffic,7527
(436240384) PO9_Vcenter05 Traffic,7528
(436334592) UPLINK_TO_99.251_Gi1/0/42 Traffic,7529
(436731904) UPLINK_TO_11.201_Eth1/49 Traffic,7530
(436736000) UPLINK_TO_11.202_Eth1/49 Traffic,7531
(436740096) UPLINK_TO_11.203_Eth1/49 Traffic,7532
(436744192) UPLINK_TO_11.204_Eth1/49 Traffic,7533
(436748288) UPLINK_TO_11.205_Eth1/49 Traffic,7534
(436752384) UPLINK_TO_11.206_Eth1/49 Traffic,7535
(436789248) SW_TO_SW_11.211 & 11.212 Eth1/15 Traffic,7536
(436793344) SW_TO_SW_11.211 & 11.212 Eth1/16 Traffic,7537
Uptime,5656
Syslog Receiver,5657
System Health CPU,7497
System Health Currents,7499
System Health Other,7501
System Health Temperatures,7500
System Health Voltages,7498
(436207616) PO1_Vcenter04 Traffic,7502
(436211712) PO2_Vcenter04 Traffic,7503
(436215808) PO3_Vcenter04 Traffic,7504
(436219904) PO4_Vcenter04 Traffic,7505
(436224000) PO5_Vcenter05 Traffic,7506
(436228096) PO6_Vcenter05 Traffic,7507
(436232192) PO7_Vcenter05 Traffic,7508
(436236288) PO8_Vcenter05 Traffic,7509
(436240384) PO9_Vcenter05 Traffic,7510
(436334592) UPLINK_TO_99.252_Gi1/0/42 Traffic,7511
(436731904) UPLINK_TO_11.201_Eth1/50 Traffic,7512
(436736000) UPLINK_TO_11.202_Eth1/50 Traffic,7513
(436740096) UPLINK_TO_11.203_Eth1/50 Traffic,7514
(436744192) UPLINK_TO_11.204_Eth1/50 Traffic,7515
(436748288) UPLINK_TO_11.205_Eth1/50 Traffic,7516
(436752384) UPLINK_TO_11.206_Eth1/50 Traffic,7517
(436789248) SW_TO_SW_11.211 & 11.212 Eth1/15 Traffic,7518
(436793344) SW_TO_SW_11.211 & 11.212 Eth1/16 Traffic,7519
Uptime,5658
Syslog Receiver,5659
System Health CPU,7538
System Health Currents,7540
System Health Other,7542
System Health Temperatures,7541
System Health Voltages,7539
(436207616) SRV_10.100.31.11_vmNIC-2 Traffic,7562
(436211712) SRV_10.100.31.12_vmNIC-2 Traffic,7563
(436215808) SRV_10.100.31.13_vmNIC-2 Traffic,7564
(436219904) SRV_10.100.31.14_vmNIC-2 Traffic,7565
(436224000) SRV_10.100.31.15_vmNIC-2 Traffic,7566
(436228096) SRV_10.100.31.16_vmNIC-2 Traffic,7567
(436232192) SRV_10.100.31.17 Traffic,7568
(436236288) SRV_10.100.31.18 Traffic,7569
(436240384) SRV_10.100.31.19 Traffic,7570
(436289536) SW_10.201_Eth1/51 Traffic,7574
(436293632) SW_10.202_Eth1/51 Traffic,7575
(436297728) SW_10.203_Eth1/51 Traffic,7576
(436301824) SW_10.204_Eth1/51 Traffic,7577
(436305920) SW_10.205_Eth1/51 Traffic,7578
(436310016) SW_10.206_Eth1/51 Traffic,7579
(436322304) UPLINK_TO_99.251_Gi1/0/35 Traffic,7580
(436330496) SW_11.214_ETH1/31 Traffic,7581
(436334592) SW_11.214_ETH1/32 Traffic,7582
Uptime,5660
Syslog Receiver,5661
System Health CPU,7583
System Health Currents,7585
System Health Other,7587
System Health Temperatures,7586
System Health Voltages,7584
(436207616) SRV_10.100.31.11_vmNIC-6 Traffic,7588
(436211712) SRV_10.100.31.12_vmNIC-6 Traffic,7589
(436215808) SRV_10.100.31.13_vmNIC-6 Traffic,7590
(436219904) SRV_10.100.31.14_vmNIC-6 Traffic,7591
(436224000) SRV_10.100.31.15_vmNIC-6 Traffic,7592
(436228096) SRV_10.100.31.16_vmNIC-6 Traffic,7593
(436232192) SRV_10.100.31.17 Traffic,7594
(436236288) SRV_10.100.31.18 Traffic,7595
(436240384) SRV_10.100.31.19 Traffic,7596
(436289536) SW_10.201_Eth1/52 Traffic,7600
(436293632) SW_10.202_Eth1/52 Traffic,7601
(436297728) SW_10.203_Eth1/52 Traffic,7602
(436301824) SW_10.204_Eth1/52 Traffic,7603
(436305920) SW_10.205_Eth1/52 Traffic,7604
(436310016) SW_10.206_Eth1/52 Traffic,7605
(436322304) UPLINK_TO_99.252_Gi1/0/35 Traffic,7606
(436330496) SW_11.213_ETH1/31 Traffic,7607
(436334592) SW_11.213_ETH1/32 Traffic,7608
Uptime,4516
(002) mgmt Traffic,4518
(003) wan1 Traffic,4526
(004) wan2 Traffic,4530
(005) ha1 Traffic,4531
(006) ha2 Traffic,4532
(028) CDC104/105_DIRECT_CUSTOME Traffic,4524
(030) DC_101_60.143 & 144_Gi41 Traffic,4527
FortiGate System Statistics,5545
Syslog Receiver,5685
SNMP System Uptime,7150
(051) GRD_LAN Traffic,10378
(052) GRD_WAN Traffic,10379
(025) RAGHU_LAN1 Traffic,10735
(002) mgmt Traffic,4533
(003) wan1 Traffic,4540
(004) wan2 Traffic,4544
(005) ha1 Traffic,4545
(006) ha2 Traffic,4546
(030) DC_101_60.143 & 144_Gi41 Traffic,4541
FortiGate System Statistics,4663
SNMP System Uptime,7151
(002) mgmt Traffic,4552
(003) wan1 Traffic,4553
(004) wan2 Traffic,4554
(006) ha2 Traffic,4555
(007) 1-VM_CUSTOMER Traffic,4556
(008) 2-DIRECT CUSTOMER Traffic,4557
(009) 3-DIRECT CUSTOMER Traffic,4558
(010) 4-DIRECT CUSTOMER Traffic,4547
(011) 5-VM_11.203 & 204_33 Traffic,4548
(013) SW_172.60.60.143/144_P-42 Traffic,4549
FortiGate System Statistics,4664
SNMP System Uptime,7152
(002) mgmt Traffic,4564
(003) wan1 Traffic,4565
(004) wan2 Traffic,4566
(005) ha1 Traffic,4567
(006) ha2 Traffic,4568
(007) 1-VM_CUSTOMER Traffic,4569
(008) 2-DIRECT CUSTOMER Traffic,4570
(009) 3-DIRECT CUSTOMER Traffic,4571
(010) 4-DIRECT CUSTOMER Traffic,4559
(011) 5-VM_11.203 & 204_33 Traffic,4560
(013) SW_172.60.60.143/144_P-42 Traffic,4561
FortiGate System Statistics,4665
SNMP System Uptime,7153
(002) mgmt Traffic,4579
(005) ha1 Traffic,4589
(006) ha2 Traffic,4590
(019) UPLINK_TO_231/232_Gi0/32 Traffic,4578
(020) UPLINK _TO_141/142_Gi0/33 Traffic,4580
(021) SW_172.60.60.143/144_P-43 Traffic,4581
(029) WAN_60.237_P-26 Traffic,4583
(030) SW_11.201_VM_SW_P-32_LAN Traffic,4585
(031) SW_60.238_P-25_WAN Traffic,4586
(032) SW_11.202_VM_SW_P-31_LAN Traffic,4587
Uptime,7154
FortiGate System Statistics,7175
(002) mgmt Traffic,4598
(005) ha1 Traffic,4608
(006) ha2 Traffic,4609
(019) UPLINK_TO_231/232_Gi0/32 Traffic,4597
(020) UPLINK _TO_141/142_Gi0/33 Traffic,4599
(021) SW_172.60.60.143/144_P-43 Traffic,4600
(029) WAN_60.237_P-26 Traffic,4602
(030) SW_11.201_VM_SW_P-32_LAN Traffic,4604
(031) SW_60.238_P-25_WAN Traffic,4605
(032) SW_11.202_VM_SW_P-31_LAN Traffic,4606
Uptime,7155
FortiGate System Statistics,7176
Uptime,4698
(001) NAVIA_WAN Traffic,4700
(002) ASHLAR_WAN Traffic,4703
(003) a Traffic,4704
(004) b Traffic,4705
(007) NAVIA_LAN Traffic,4706
(013) ASHLAR_LAN Traffic,4701
(014) internal1 Traffic,4702
FortiGate System Statistics,7139
SNMP System Uptime,7156
(001) NAVIA_WAN Traffic,4634
(002) ASHLAR_WAN Traffic,4637
(007) NAVIA_LAN Traffic,4638
(009) LAN_60 Traffic,4639
(013) ASHLAR_LAN Traffic,4635
(014) internal1 Traffic,4636
FortiGate System Statistics,7138
SNMP System Uptime,7157
(002) mgmt Traffic,4654
(003) CDC_WAN Traffic,4655
(004) CAAS_WAN Traffic,4656
(005) ha1 Traffic,4657
(006) ha2 Traffic,4658
(007) CDC_LAN Traffic,4659
(009) port3 Traffic,4661
(010) ASHISH_COMPOSITE_MCAST Traffic,4651
(011) MERU_CAPITAL_MCAST Traffic,4652
(012) CDC-LAN-202 Traffic,4653
5PAISA_50DEPTH,5382
FortiGate System Statistics,4671
5PAISA_RETAIL,5383
SNMP System Uptime,7158
(002) mgmt Traffic,4643
(003) CDC_WAN Traffic,4644
(004) CAAS_WAN Traffic,4645
(005) ha1 Traffic,4646
(006) ha2 Traffic,4647
(007) CDC_LAN Traffic,4648
(009) port3 Traffic,4650
(010) ASHISH_COMPOSITE_MCAST Traffic,4640
(011) MERU_CAPITAL_MCAST Traffic,4641
(012) CDC-LAN-202 Traffic,4642
FortiGate System Statistics,4670
SNMP System Uptime,7159
Syslog Receiver,8489
(001) WAN Traffic,8525
(002) WAN Traffic,8526
(003) TIKONA_LAN Traffic,8527
(005) COMTEL_LAN60 Traffic,8528
(006) COMTEL_LAN40 Traffic,8529
(007) UPLINK_TO_99.251/252_P-3 Traffic,8530
Uptime,8532
Uptime,10405
FortiGate System Statistics,10406
SNTP-99.203,10083
SNTP-99.204,10085
Syslog Receiver,10886
(10101) AIRTEL_UPLINK Traffic,10888
(10102) UPLINK_TO_99.230_Gi0/2 Traffic,10889
Syslog Receiver,10887
(10101) GigabitEthernet0/1 Traffic,10890
(10102) GigabitEthernet0/2 Traffic,10891
(10103) GigabitEthernet0/3 Traffic,10892
(10104) GigabitEthernet0/4 Traffic,10893
(054) UPLINK_TO_QNQ_SW_99.235_Xg0/0/1 Traffic,10341
Uptime,10343
Syslog Receiver,10345
(007) GRD_AIRTEL_NSE_100.60.247.118_PORT_23_TO_101_QNQ_ROUTER_4321_GE0/0/0 Traffic,10369
(008) GRD_TCL_CDC_MUX_172.23.180.245_PORT 7 Traffic,10370
(009) GRD_TTML__MUX_10.79.18.242_PORT 8_TO_FIREWALL_PORT_2 Traffic,10371
(010) GRD_TTML__MUX_10.121.103.7_PORT 5_TO_FIREWALL_PORT_5 Traffic,10366
(011) GRD_TTML__MUX_10.121.103.40_PORT 1-7-1_TO_FIREWALL_PORT Traffic,10367
(012) GRD_TTML__MUX_10.121.103.7_PORT 3_(1-7-1)_TO_SW_SG350(54.253) Traffic,10368
(052) UPLINK_TO_ME3600_99.229_SW_Gi0/4 Traffic,10874
(053) UPLINK_TO_ME3600_99.230_SW_Gi0/4 Traffic,10875
Syslog Receiver,10344
(006) UPLINK_FOR_SFT203_10.100.11.203_ETH1/1 Traffic,10247
(007) UPLINK_TO_104/R6_SYNERGY_SW_100.251_Gi0/48 Traffic,10248
(010) SYNERGY_AIRTEL_NSE_MUX_10.235.1.82_PORT 12_VIA_RACK_9_PATCH_PANEL_PORT 10 Traffic,10241
(011) SYNERGY_TCL_NSE_MUX_172.23.78.111_PORT 1_VIA_RACK_6_PATCH_PANEL_PORT 1 Traffic,10242
(012) SYNERGY_TCL_BSE_MCX_172.23.180.245_PORT 1_VIA_RACK_6_PATCH_PANEL_PORT 20 Traffic,10243
(013) SYNERGY_TTML_KOLKATA_MUX_10.121.103.8_PORT 1_VIA_RACK_9_PATCH_PANEL_PORT 12 Traffic,10244
(057) TIKONA_UPLINK Traffic,10246
(056) UPLINK_TO_AIRTEL_P2P Traffic,10691
(057) UPLINK_TO_TIKONA_P2P Traffic,10692
(052) UPLINK_TO_ME3600_99.229_SW_Gi0/3 Traffic,10876
(053) UPLINK_TO_ME3600_99.230_SW_Gi0/3 Traffic,10877
(051) UPLINK_FOR_SFT203_10.100.11.203_ETH1/1 Traffic,10928
Probe Health,2071
System Health,2070
WMI UTC Time,3617
SNMP System Uptime,10502
SNMP CPU Load,10505
SNMP Meminfo,10506
Disk Free: /,10507
Disk Free: /home,10508
Physical Disk: sda,10553
Physical Disk: sda1,10554
SNMP Load Avg.,10555
(001) lo Traffic,10590
(002) ens33 Traffic,10591
Uptime,3095
Dell System Health 31-11-c01-jp01,3105
NonRAID Physical Disk 0:1:0,3111
NonRAID Physical Disk 0:1:2,3110
NonRAID Physical Disk 0:1:3,3109
NonRAID Physical Disk 0:1:5,3108
NonRAID Physical Disk 0:1:6,3107
NonRAID Physical Disk 0:1:7,3106
PCIe SSD in Slot 22 in Bay 2,3112
PCIe SSD in Slot 23 in Bay 2,3113
SSD 0,3114
SSD 1,3115
Uptime,3174
Dell System Health 31-12-c01-jp01,3184
NonRAID Physical Disk 0:1:0,3190
NonRAID Physical Disk 0:1:1,3186
NonRAID Physical Disk 0:1:2,3185
NonRAID Physical Disk 0:1:3,3189
NonRAID Physical Disk 0:1:4,3188
NonRAID Physical Disk 0:1:5,3187
PCIe SSD in Slot 22 in Bay 2,3191
PCIe SSD in Slot 23 in Bay 2,3192
SSD 0,3193
SSD 1,3194
Uptime,3198
Dell System Health 31-13-c01-jp01,3208
NonRAID Physical Disk 0:1:0,3209
NonRAID Physical Disk 0:1:1,3210
NonRAID Physical Disk 0:1:2,3211
NonRAID Physical Disk 0:1:4,3212
NonRAID Physical Disk 0:1:5,3213
NonRAID Physical Disk 0:1:6,3214
PCIe SSD in Slot 22 in Bay 2,3216
PCIe SSD in Slot 23 in Bay 2,3215
SSD 0,3217
SSD 1,3218
Uptime,3227
Dell System Health 31-14-c01-jp01.comtelindia.com,3238
NonRAID Physical Disk 0:1:0,3241
NonRAID Physical Disk 0:1:1,3240
NonRAID Physical Disk 0:1:2,3244
NonRAID Physical Disk 0:1:3,3243
NonRAID Physical Disk 0:1:4,3242
NonRAID Physical Disk 0:1:5,3239
PCIe SSD in Slot 22 in Bay 2,3246
PCIe SSD in Slot 23 in Bay 2,3245
SSD 0,3247
SSD 1,3248
Uptime,3250
Dell System Health 31-15-c01-jp01,3260
NonRAID Physical Disk 0:1:1,3265
NonRAID Physical Disk 0:1:2,3266
NonRAID Physical Disk 0:1:4,3264
NonRAID Physical Disk 0:1:5,3262
NonRAID Physical Disk 0:1:6,3263
NonRAID Physical Disk 0:1:7,3261
PCIe SSD in Slot 22 in Bay 2,3268
PCIe SSD in Slot 23 in Bay 2,3267
SSD 0,3269
SSD 1,3270
Uptime,3272
Dell System Health 31-16-c01-jp01,3282
NonRAID Physical Disk 0:1:0,3288
NonRAID Physical Disk 0:1:1,3287
NonRAID Physical Disk 0:1:2,3286
NonRAID Physical Disk 0:1:4,3285
NonRAID Physical Disk 0:1:5,3283
NonRAID Physical Disk 0:1:7,3284
PCIe SSD in Slot 22 in Bay 2,3289
PCIe SSD in Slot 23 in Bay 2,3290
SSD 0,3291
SSD 1,3292
Uptime,3295
Dell System Health 31-17-c01-jp01,3303
Physical Disk 0:1:0,3304
Physical Disk 0:1:3,3305
Physical Disk 0:1:4,3306
Physical Disk 0:1:5,3307
Physical Disk 0:1:6,3308
Physical Disk 0:1:7,3309
SSD 0,3310
SSD 1,3311
Uptime,3316
Dell System Health 31-18-c01-jp01,3324
Physical Disk 0:1:0,3325
Physical Disk 0:1:1,9391
Physical Disk 0:1:2,3327
Physical Disk 0:1:4,3328
Physical Disk 0:1:6,3329
Physical Disk 0:1:7,3330
SSD 0,3331
SSD 1,3332
Uptime,3334
Dell System Health 31-19-c01-jp01,3342
Physical Disk 0:1:0,3343
Physical Disk 0:1:1,3344
Physical Disk 0:1:2,3345
Physical Disk 0:1:3,3346
Physical Disk 0:1:4,3347
Physical Disk 0:1:5,3348
Physical Disk 0:1:6,3349
Physical Disk 0:1:7,3350
Solid State Disk 0:1:17,3356
Solid State Disk 0:1:18,3351
Solid State Disk 0:1:19,3352
Solid State Disk 0:1:20,3353
Solid State Disk 0:1:21,3354
Solid State Disk 0:1:22,3355
SSD 0,3357
SSD 1,3358
System Uptime,3631
HPE ProLiant System Health,3629
Physical Disk: Port=1I:Box=1:Bay=10 WBM7HS7R,3626
Physical Disk: Port=1I:Box=1:Bay=11 WBM7FVFC,3625
Physical Disk: Port=1I:Box=1:Bay=12 WBM7FSMN,3622
Physical Disk: Port=1I:Box=1:Bay=21 WBM7FV58,3624
Physical Disk: Port=1I:Box=1:Bay=22 WBM7FS8D,3621
Physical Disk: Port=1I:Box=1:Bay=3 S2JVNA0H917187,3619
Physical Disk: Port=1I:Box=1:Bay=4 S394NA0HB07277,3620
Physical Disk: Port=1I:Box=1:Bay=9 WBM7FTC1,3623
SNMP System Uptime,3670
SNMP HP System Health,3661
Physical Disk: Port=1I:Box=1:Bay=1 WBM7EKW5,3662
Physical Disk: Port=1I:Box=1:Bay=19 S394NA0HB08375,3668
Physical Disk: Port=1I:Box=1:Bay=2 WBM7FV3R,3663
Physical Disk: Port=1I:Box=1:Bay=20 S2JVNA0H915483,3669
Physical Disk: Port=1I:Box=1:Bay=5 WBM7FTBX,3664
Physical Disk: Port=1I:Box=1:Bay=6 WBM7HRR5,3665
Physical Disk: Port=1I:Box=1:Bay=7 WBM7FT7B,3666
